"country","code","year","life_exp","hc_exp","gni_percap","tb_per100K"
"New Caledonia","NCL","2012",77.12,NA,NA,17
"New Caledonia","NCL","2013",77.32,NA,NA,15
"New Caledonia","NCL","2014",77.57,NA,NA,13
"New Zealand","NZL","2000",78.64,1056.08,20290,10
"New Zealand","NZL","2001",78.69,1058.84,21370,11
"New Zealand","NZL","2002",78.85,1261.34,22130,9.6
"New Zealand","NZL","2003",79.15,1623.88,22820,12
"New Zealand","NZL","2004",79.55,1992.66,23670,10
"New Zealand","NZL","2005",79.85,2307.1,24020,9.2
"New Zealand","NZL","2006",80.05,2315.65,25900,9.4
"New Zealand","NZL","2007",80.15,2713.54,27290,7.4
"New Zealand","NZL","2008",80.35,3318.77,27700,7.8
"New Zealand","NZL","2009",80.7,3145.24,29440,7.9
"New Zealand","NZL","2010",80.7,3742.56,29710,7.9
"New Zealand","NZL","2011",80.9,4251.4,31250,8
"New Zealand","NZL","2012",81.16,4470.86,31700,7.6
"New Zealand","NZL","2013",81.41,4661.8,34780,7
"New Zealand","NZL","2014",81.4,4896.35,35630,7.6
"Nicaragua","NIC","2000",69.66,54.78,2650,60
"Nicaragua","NIC","2001",70.13,55.18,2730,60
"Nicaragua","NIC","2002",70.59,57.72,2770,51
"Nicaragua","NIC","2003",71.03,62.11,2870,54
"Nicaragua","NIC","2004",71.44,66.83,3070,52
"Nicaragua","NIC","2005",71.84,71.82,3300,44
"Nicaragua","NIC","2006",72.21,78.84,3440,46
"Nicaragua","NIC","2007",72.57,93.38,3700,52
"Nicaragua","NIC","2008",72.92,105.99,3850,52
"Nicaragua","NIC","2009",73.25,100.83,3710,50
"Nicaragua","NIC","2010",73.58,100.22,3830,53
"Nicaragua","NIC","2011",73.9,107.4,4110,58
"Nicaragua","NIC","2012",74.21,143.13,4350,59
"Nicaragua","NIC","2013",74.51,153.83,4570,58
"Nicaragua","NIC","2014",74.81,177.46,4830,55
"Niger","NER","2000",50.7,8.91,600,191
"Niger","NER","2001",51.37,10.92,630,179
"Niger","NER","2002",52.02,11.2,640,168
"Niger","NER","2003",52.65,13.13,660,159
"Niger","NER","2004",53.28,14.73,660,151
"Niger","NER","2005",53.94,17.86,680,143
"Niger","NER","2006",54.65,19.27,720,136
"Niger","NER","2007",55.46,20.46,740,129
"Niger","NER","2008",56.34,24.21,790,123
"Niger","NER","2009",57.29,24.03,760,118
"Niger","NER","2010",58.26,22.33,800,113
"Niger","NER","2011",59.2,25.2,800,109
"Niger","NER","2012",60.07,23.16,870,105
"Niger","NER","2013",60.83,20.78,890,102
"Niger","NER","2014",61.46,24.4,930,98
"Nigeria","NGA","2000",46.62,17.22,1950,325
"Nigeria","NGA","2001",46.88,18.28,2120,331
"Nigeria","NGA","2002",47.22,17.89,2160,336
"Nigeria","NGA","2003",47.64,38.5,2340,339
"Nigeria","NGA","2004",48.13,44.94,3140,342
"Nigeria","NGA","2005",48.67,53.09,3240,343
"Nigeria","NGA","2006",49.24,61.01,3870,343
"Nigeria","NGA","2007",49.81,81.37,3960,342
"Nigeria","NGA","2008",50.36,88.52,4170,341
"Nigeria","NGA","2009",50.87,74.36,4320,340
"Nigeria","NGA","2010",51.33,80.34,4750,339
"Nigeria","NGA","2011",51.74,93.23,4940,339
"Nigeria","NGA","2012",52.1,90.39,5150,339
"Nigeria","NGA","2013",52.44,110.37,5360,338
"Nigeria","NGA","2014",52.75,117.52,5740,322
"Northern Mariana Islands","MNP","2000",NA,NA,NA,126
"Northern Mariana Islands","MNP","2001",NA,NA,NA,97
"Northern Mariana Islands","MNP","2002",NA,NA,NA,89
"Northern Mariana Islands","MNP","2003",NA,NA,NA,77
"Northern Mariana Islands","MNP","2004",NA,NA,NA,92
"Northern Mariana Islands","MNP","2005",NA,NA,NA,102
"Northern Mariana Islands","MNP","2006",NA,NA,NA,94
"Northern Mariana Islands","MNP","2007",NA,NA,NA,85
"Northern Mariana Islands","MNP","2008",NA,NA,NA,56
"Northern Mariana Islands","MNP","2009",NA,NA,NA,79
"Northern Mariana Islands","MNP","2010",NA,NA,NA,68
"Northern Mariana Islands","MNP","2011",NA,NA,NA,71
"Northern Mariana Islands","MNP","2012",NA,NA,NA,69
"Northern Mariana Islands","MNP","2013",NA,NA,NA,70
"Northern Mariana Islands","MNP","2014",NA,NA,NA,55
"Norway","NOR","2000",78.63,3164.81,36440,5.7
"Norway","NOR","2001",78.79,3340.8,37910,7
"Norway","NOR","2002",78.99,4153.81,38070,6.2
"Norway","NOR","2003",79.39,4951.23,38770,8.4
"Norway","NOR","2004",79.84,5452.96,42600,7.1
"Norway","NOR","2005",80.04,5961.32,48300,6.9
"Norway","NOR","2006",80.34,6276.09,54150,6.8
"Norway","NOR","2007",80.4,7351.79,55670,6.9
"Norway","NOR","2008",80.59,8193.61,61400,7.2
"Norway","NOR","2009",80.8,7637.2,55770,7.8
"Norway","NOR","2010",81,8164.47,58620,6.9
"Norway","NOR","2011",81.3,9249.83,62640,7.4
"Norway","NOR","2012",81.45,9360.77,65920,7.9
"Norway","NOR","2013",81.75,9719.99,67730,8.2
"Norway","NOR","2014",81.75,9522.22,68850,6.8
"Oman","OMN","2000",72.36,266.88,33930,16
"Oman","OMN","2001",72.79,263.89,35810,15
"Oman","OMN","2002",73.21,275.76,34580,14
"Oman","OMN","2003",73.62,287.8,34270,12
"Oman","OMN","2004",74.02,301,35100,14
"Oman","OMN","2005",74.41,320.77,35550,12
"Oman","OMN","2006",74.77,336.81,35210,15
"Oman","OMN","2007",75.12,393.6,40650,15
"Oman","OMN","2008",75.45,462.07,42870,15
"Oman","OMN","2009",75.76,495.79,43320,14
"Oman","OMN","2010",76.05,546.64,43090,12
"Oman","OMN","2011",76.33,539.86,39900,12
"Oman","OMN","2012",76.59,551.58,40310,12
"Oman","OMN","2013",76.84,562.89,39530,9.7
"Oman","OMN","2014",77.09,675.04,37550,9.7
"Pakistan","PAK","2000",62.77,15.5,2740,275
"Pakistan","PAK","2001",63.01,13.53,2800,275
"Pakistan","PAK","2002",63.24,15.39,2920,275
"Pakistan","PAK","2003",63.46,16.12,3140,276
"Pakistan","PAK","2004",63.67,17.76,3370,276
"Pakistan","PAK","2005",63.88,22.36,3660,276
"Pakistan","PAK","2006",64.1,29.63,3920,276
"Pakistan","PAK","2007",64.34,31.93,4120,276
"Pakistan","PAK","2008",64.6,30.19,4200,276
"Pakistan","PAK","2009",64.88,28.51,4290,276
"Pakistan","PAK","2010",65.16,30.95,4370,276
"Pakistan","PAK","2011",65.45,36.66,4520,276
"Pakistan","PAK","2012",65.72,33.47,4690,276
"Pakistan","PAK","2013",65.96,33.64,4870,275
"Pakistan","PAK","2014",66.18,36.15,5110,270
"Palau","PLW","2000",70.49,792.56,10100,65
"Palau","PLW","2001",NA,746.56,10670,65
"Palau","PLW","2002",NA,726.42,11350,65
"Palau","PLW","2003",NA,748.76,10940,53
"Palau","PLW","2004",NA,857.98,12110,29
"Palau","PLW","2005",69.13,850.07,12550,58
"Palau","PLW","2006",NA,910.11,12500,69
"Palau","PLW","2007",NA,949.36,12700,63
"Palau","PLW","2008",NA,955.54,12100,82
"Palau","PLW","2009",NA,927.17,11230,107
"Palau","PLW","2010",NA,1024.21,11690,107
"Palau","PLW","2011",NA,978.83,12360,67
"Palau","PLW","2012",NA,1046.21,12970,22
"Palau","PLW","2013",NA,1089.77,12630,44
"Palau","PLW","2014",NA,1150.3,13340,76
"Panama","PAN","2000",75.1,297.88,8060,48
"Panama","PAN","2001",75.29,295.35,8090,70
"Panama","PAN","2002",75.46,313.35,8520,63
"Panama","PAN","2003",75.64,307.1,8620,63
"Panama","PAN","2004",75.8,351.65,9210,65
"Panama","PAN","2005",75.97,348.45,9970,62
"Panama","PAN","2006",76.14,354.88,10980,61
"Panama","PAN","2007",76.31,387.41,12460,58
"Panama","PAN","2008",76.49,480.09,13520,58
"Panama","PAN","2009",76.68,550.66,13390,54
"Panama","PAN","2010",76.86,640.44,13720,53
"Panama","PAN","2011",77.05,677.83,15830,55
"Panama","PAN","2012",77.24,734.56,17470,51
"Panama","PAN","2013",77.42,906.14,18600,48
"Panama","PAN","2014",77.6,958.98,19820,47
"Papua New Guinea","PNG","2000",58.8,25.94,1380,432
"Papua New Guinea","PNG","2001",59.14,37.15,1350,432
"Papua New Guinea","PNG","2002",59.5,41.46,1340,432
"Papua New Guinea","PNG","2003",59.88,43.55,1300,432
"Papua New Guinea","PNG","2004",60.27,59.01,1370,432
"Papua New Guinea","PNG","2005",60.64,51.29,1510,432
"Papua New Guinea","PNG","2006",61,52.47,1490,432
"Papua New Guinea","PNG","2007",61.31,40.08,1780,432
"Papua New Guinea","PNG","2008",61.58,49.61,1890,432
"Papua New Guinea","PNG","2009",61.81,52.76,1930,432
"Papua New Guinea","PNG","2010",61.99,59.25,1990,432
"Papua New Guinea","PNG","2011",62.15,90.89,2240,432
"Papua New Guinea","PNG","2012",62.3,97.88,2410,432
"Papua New Guinea","PNG","2013",62.45,100.77,2540,432
"Papua New Guinea","PNG","2014",62.61,92.36,2800,432
"Paraguay","PRY","2000",70.07,125.2,4170,42
"Paraguay","PRY","2001",70.34,107.91,4220,44
"Paraguay","PRY","2002",70.6,77.75,4330,44
"Paraguay","PRY","2003",70.84,70.32,4130,47
"Paraguay","PRY","2004",71.07,81.37,4410,47
"Paraguay","PRY","2005",71.29,91.54,4590,43
"Paraguay","PRY","2006",71.49,116.32,5080,48
"Paraguay","PRY","2007",71.69,148.25,5740,44
"Paraguay","PRY","2008",71.9,216.15,6220,42
"Paraguay","PRY","2009",72.1,237.66,5850,44
"Paraguay","PRY","2010",72.3,293.83,6640,42
"Paraguay","PRY","2011",72.49,375.81,7120,43
"Paraguay","PRY","2012",72.65,398.44,6940,44
"Paraguay","PRY","2013",72.8,469.01,8020,40
"Paraguay","PRY","2014",72.92,464.09,8510,39
"Peru","PER","2000",70.51,94.97,4980,186
"Peru","PER","2001",70.96,97.97,5130,177
"Peru","PER","2002",71.38,101.1,5400,170
"Peru","PER","2003",71.78,100.8,5680,149
"Peru","PER","2004",72.14,111.58,5890,153
"Peru","PER","2005",72.46,128.1,6210,153
"Peru","PER","2006",72.74,140.48,6710,153
"Peru","PER","2007",73,166.15,7520,143
"Peru","PER","2008",73.23,200.87,8340,140
"Peru","PER","2009",73.44,224.1,8450,137
"Peru","PER","2010",73.64,254.48,9040,132
"Peru","PER","2011",73.84,282.45,9670,131
"Peru","PER","2012",74.06,330.75,10450,123
"Peru","PER","2013",74.28,346.49,11250,122
"Peru","PER","2014",74.53,358.58,11650,121
"Philippines","PHL","2000",66.68,33.37,3930,368
"Philippines","PHL","2001",66.8,28.72,4080,362
"Philippines","PHL","2002",66.92,27.93,4220,355
"Philippines","PHL","2003",67.04,32.84,4570,349
"Philippines","PHL","2004",67.15,34.87,4940,343
"Philippines","PHL","2005",67.27,46.83,5370,337
"Philippines","PHL","2006",67.37,55.13,5710,331
"Philippines","PHL","2007",67.48,66.15,6140,325
"Philippines","PHL","2008",67.58,78.08,6490,322
"Philippines","PHL","2009",67.68,81.01,6830,322
"Philippines","PHL","2010",67.78,93.83,7360,322
"Philippines","PHL","2011",67.89,101.75,6890,322
"Philippines","PHL","2012",68.01,116.19,7420,322
"Philippines","PHL","2013",68.13,127.09,8000,322
"Philippines","PHL","2014",68.27,135.2,8480,322
"Poland","POL","2000",73.75,247.14,10610,33
"Poland","POL","2001",74.2,291.66,11100,30
"Poland","POL","2002",74.5,328.38,11740,30
"Poland","POL","2003",74.6,354.11,12140,30
"Poland","POL","2004",74.85,410.62,12840,26
"Poland","POL","2005",75,494.7,13580,25
"Poland","POL","2006",75.14,555.12,14770,24
"Poland","POL","2007",75.24,706.2,16210,24
"Poland","POL","2008",75.54,956.52,17870,22
"Poland","POL","2009",75.7,815.01,18540,23
"Poland","POL","2010",76.25,867.75,20340,21
"Poland","POL","2011",76.7,931.05,22030,24
"Poland","POL","2012",76.75,869.7,22940,21
"Poland","POL","2013",77,881.77,23910,21
"Poland","POL","2014",77.25,910.28,24820,19
"Portugal","PRT","2000",76.31,1055.67,18510,47
"Portugal","PRT","2001",76.81,1071.1,19190,48
"Portugal","PRT","2002",77.07,1182.29,20010,49
"Portugal","PRT","2003",77.22,1506.96,20580,44
"Portugal","PRT","2004",77.67,1777.19,21170,40
"Portugal","PRT","2005",78.07,1875.7,22390,36
"Portugal","PRT","2006",78.42,1919.22,23890,35
"Portugal","PRT","2007",78.32,2193.5,24880,32
"Portugal","PRT","2008",78.52,2457.72,25590,31
"Portugal","PRT","2009",78.73,2403.96,25530,29
"Portugal","PRT","2010",79.03,2352.32,26440,28
"Portugal","PRT","2011",80.47,2332.35,26260,27
"Portugal","PRT","2012",80.37,1999.82,25810,27
"Portugal","PRT","2013",80.72,2059.46,27550,26
"Portugal","PRT","2014",80.72,2096.82,28420,24
"Puerto Rico","PRI","2000",76.69,NA,17280,5.3
"Puerto Rico","PRI","2001",77.07,NA,18690,3.7
"Puerto Rico","PRI","2002",77.76,NA,18890,3.9
"Puerto Rico","PRI","2003",78.07,NA,19650,3.5
"Puerto Rico","PRI","2004",78.18,NA,20730,3.7
"Puerto Rico","PRI","2005",78.3,NA,21830,3.5
"Puerto Rico","PRI","2006",78.42,NA,22710,3.4
"Puerto Rico","PRI","2007",78.43,NA,23170,3
"Puerto Rico","PRI","2008",77.91,NA,23060,2.9
"Puerto Rico","PRI","2009",78.15,NA,22490,1.9
"Puerto Rico","PRI","2010",78.41,NA,22060,2.5
"Puerto Rico","PRI","2011",78.67,NA,22390,1.6
"Puerto Rico","PRI","2012",78.93,NA,23290,2.2
"Puerto Rico","PRI","2013",79.16,NA,24020,1.6
"Puerto Rico","PRI","2014",79.37,NA,NA,1.4
"Qatar","QAT","2000",76.5,651.8,NA,54
"Qatar","QAT","2001",76.61,730.57,NA,53
"Qatar","QAT","2002",76.71,827.74,NA,50
"Qatar","QAT","2003",76.81,1458.93,NA,48
"Qatar","QAT","2004",76.92,1563.7,96740,43
"Qatar","QAT","2005",77.02,1603.3,88060,45
"Qatar","QAT","2006",77.15,1591.21,105250,39
"Qatar","QAT","2007",77.29,1563.75,106970,39
"Qatar","QAT","2008",77.45,1555.81,108300,47
"Qatar","QAT","2009",77.63,1618.84,102380,45
"Qatar","QAT","2010",77.83,1483.09,110810,38
"Qatar","QAT","2011",78.03,1716.89,122030,33
"Qatar","QAT","2012",78.23,2031.81,124890,42
"Qatar","QAT","2013",78.42,2067.51,128840,32
"Qatar","QAT","2014",78.6,2106.36,132900,25
"Romania","ROU","2000",71.16,72.61,5830,181
"Romania","ROU","2001",71.16,79.16,6550,175
"Romania","ROU","2002",71.01,96.66,7110,168
"Romania","ROU","2003",71.31,146.7,7640,161
"Romania","ROU","2004",71.59,192.79,8760,154
"Romania","ROU","2005",71.88,255.29,9440,147
"Romania","ROU","2006",72.16,294.14,11310,139
"Romania","ROU","2007",72.57,423.85,13000,131
"Romania","ROU","2008",72.57,541.47,15880,124
"Romania","ROU","2009",73.31,456.81,15760,116
"Romania","ROU","2010",73.46,482.95,16920,105
"Romania","ROU","2011",74.41,507.68,17800,97
"Romania","ROU","2012",74.41,467.64,18660,93
"Romania","ROU","2013",75.06,535.48,19450,90
"Romania","ROU","2014",75.06,556.81,20530,87
"Russian Federation","RUS","2000",65.34,96.19,6650,128
"Russian Federation","RUS","2001",65.49,119.11,7270,132
"Russian Federation","RUS","2002",65.09,142.17,7880,136
"Russian Federation","RUS","2003",65.01,167.37,8970,138
"Russian Federation","RUS","2004",65.42,213.48,10010,138
"Russian Federation","RUS","2005",65.47,276.91,11540,136
"Russian Federation","RUS","2006",66.64,367.68,14480,132
"Russian Federation","RUS","2007",67.5,490.02,16280,126
"Russian Federation","RUS","2008",67.85,718.67,19600,119
"Russian Federation","RUS","2009",68.6,631.99,18760,112
"Russian Federation","RUS","2010",68.86,727.37,19860,101
"Russian Federation","RUS","2011",69.66,879.6,23360,91
"Russian Federation","RUS","2012",70.37,963.49,24520,85
"Russian Federation","RUS","2013",70.37,1023.9,23300,85
"Russian Federation","RUS","2014",70.37,892.85,24260,82
"Rwanda","RWA","2000",48.19,9.13,630,98
"Rwanda","RWA","2001",49.51,8.81,670,99
"Rwanda","RWA","2002",50.6,8.2,750,100
"Rwanda","RWA","2003",51.81,13.48,760,101
"Rwanda","RWA","2004",53.2,14.78,830,102
"Rwanda","RWA","2005",54.75,19.58,900,101
"Rwanda","RWA","2006",56.39,33.75,990,100
"Rwanda","RWA","2007",57.95,33.81,1070,98
"Rwanda","RWA","2008",59.32,37.69,1170,96
"Rwanda","RWA","2009",60.47,38.14,1220,93
"Rwanda","RWA","2010",61.4,43.79,1290,88
"Rwanda","RWA","2011",62.16,46.79,1380,82
"Rwanda","RWA","2012",62.8,51.24,1490,76
"Rwanda","RWA","2013",63.39,52.2,1540,69
"Rwanda","RWA","2014",63.97,52.48,1640,63
"Samoa","WSM","2000",69.49,79.08,3430,28
"Samoa","WSM","2001",69.82,79.07,3750,14
"Samoa","WSM","2002",70.13,84.1,3940,20
"Samoa","WSM","2003",70.43,95.59,4010,17
"Samoa","WSM","2004",70.71,107.44,4380,22
"Samoa","WSM","2005",71,115.6,4500,15
"Samoa","WSM","2006",71.28,130.65,4630,16
"Samoa","WSM","2007",71.56,164.37,5040,11
"Samoa","WSM","2008",71.84,152.58,5130,7.5
"Samoa","WSM","2009",72.13,160.04,4970,10
"Samoa","WSM","2010",72.42,201.42,5140,8.7
"Samoa","WSM","2011",72.7,235.76,5470,12
"Samoa","WSM","2012",72.98,213.57,5490,13
"Samoa","WSM","2013",73.25,288.79,5460,13
"Samoa","WSM","2014",73.51,301.1,5630,14
"San Marino","SMR","2000",80.62,2007.89,NA,4.2
"San Marino","SMR","2001",80.97,2039.67,NA,0
"San Marino","SMR","2002",81.12,2165.03,NA,4.1
"San Marino","SMR","2003",81.22,2474.99,NA,4
"San Marino","SMR","2004",81.72,2808.94,NA,0
"San Marino","SMR","2005",81.98,2834.3,NA,2.5
"San Marino","SMR","2006",82.18,2822.16,NA,2.5
"San Marino","SMR","2007",82.51,3227.32,NA,2.5
"San Marino","SMR","2008",82.83,3614.7,NA,2.5
"San Marino","SMR","2009",83,3562.39,NA,2.5
"San Marino","SMR","2010",83.16,3500.63,NA,2.5
"San Marino","SMR","2011",83.32,3800.55,NA,2.5
"San Marino","SMR","2012",NA,3627.96,NA,2.5
"San Marino","SMR","2013",NA,3472.71,NA,2.5
"San Marino","SMR","2014",NA,3459.07,NA,2.5
"Sao Tome and Principe","STP","2000",63.29,46.8,NA,114
"Sao Tome and Principe","STP","2001",63.48,53.02,1580,112
"Sao Tome and Principe","STP","2002",63.7,57.84,1610,110
"Sao Tome and Principe","STP","2003",63.97,74.33,1740,109
"Sao Tome and Principe","STP","2004",64.26,71.79,1810,107
"Sao Tome and Principe","STP","2005",64.58,81.79,1970,105
"Sao Tome and Principe","STP","2006",64.89,69.14,2270,103
"Sao Tome and Principe","STP","2007",65.19,70.14,2370,101
"Sao Tome and Principe","STP","2008",65.45,69.4,2480,99
"Sao Tome and Principe","STP","2009",65.67,86.35,2500,98
"Sao Tome and Principe","STP","2010",65.85,66.5,2640,96
"Sao Tome and Principe","STP","2011",66,81.22,2750,94
"Sao Tome and Principe","STP","2012",66.13,133.62,2810,93
"Sao Tome and Principe","STP","2013",66.26,182.78,2980,91
"Sao Tome and Principe","STP","2014",66.38,165.55,3190,97
"Saudi Arabia","SAU","2000",72.53,373.09,28080,19
"Saudi Arabia","SAU","2001",72.72,373.3,27920,17
"Saudi Arabia","SAU","2002",72.87,356.18,27610,17
"Saudi Arabia","SAU","2003",72.99,369.17,29280,16
"Saudi Arabia","SAU","2004",73.09,385.49,32260,16
"Saudi Arabia","SAU","2005",73.18,453.8,35170,16
"Saudi Arabia","SAU","2006",73.26,526.31,37430,17
"Saudi Arabia","SAU","2007",73.35,556.16,39410,17
"Saudi Arabia","SAU","2008",73.45,557.87,42590,17
"Saudi Arabia","SAU","2009",73.56,639.74,42740,17
"Saudi Arabia","SAU","2010",73.7,655.07,43930,18
"Saudi Arabia","SAU","2011",73.85,829.25,48160,16
"Saudi Arabia","SAU","2012",74.02,961.34,50470,14
"Saudi Arabia","SAU","2013",74.18,1052.1,51590,13
"Saudi Arabia","SAU","2014",74.34,1147.45,53410,12
"Senegal","SEN","2000",57.77,21.98,1490,155
"Senegal","SEN","2001",58.14,24,1550,153
"Senegal","SEN","2002",58.6,26,1540,150
"Senegal","SEN","2003",59.13,34.7,1640,147
"Senegal","SEN","2004",59.72,41.6,1740,144
"Senegal","SEN","2005",60.36,41.37,1840,141
"Senegal","SEN","2006",61.05,44,1900,139
"Senegal","SEN","2007",61.78,44.79,2000,138
"Senegal","SEN","2008",62.54,54.02,2070,137
"Senegal","SEN","2009",63.29,48.96,2050,136
"Senegal","SEN","2010",64.01,46.13,2110,136
"Senegal","SEN","2011",64.7,47.75,2120,136
"Senegal","SEN","2012",65.32,43.94,2180,136
"Senegal","SEN","2013",65.88,46.92,2200,136
"Senegal","SEN","2014",66.37,49.53,2290,138
"Serbia","SRB","2000",71.58,65.52,5720,NA
"Serbia","SRB","2001",72.23,111.31,6150,NA
"Serbia","SRB","2002",72.29,174.49,6770,NA
"Serbia","SRB","2003",72.44,230.83,7150,NA
"Serbia","SRB","2004",72.68,273,8000,NA
"Serbia","SRB","2005",72.83,304.75,8600,40
"Serbia","SRB","2006",73.39,373.16,9490,40
"Serbia","SRB","2007",73.63,549.47,10260,36
"Serbia","SRB","2008",73.89,672.11,11590,34
"Serbia","SRB","2009",73.99,576.43,11650,32
"Serbia","SRB","2010",74.34,541.02,11830,30
"Serbia","SRB","2011",74.54,627.95,12670,28
"Serbia","SRB","2012",74.84,559.65,12660,24
"Serbia","SRB","2013",75.19,644.55,13200,27
"Serbia","SRB","2014",75.53,632.92,13250,24
"Seychelles","SYC","2000",NA,349.83,13870,28
"Seychelles","SYC","2001",NA,335.86,14200,26
"Seychelles","SYC","2002",72.95,349.1,13140,40
"Seychelles","SYC","2003",71.03,382.15,13270,13
"Seychelles","SYC","2004",72.61,400.98,14320,24
"Seychelles","SYC","2005",72.13,404.69,16030,18
"Seychelles","SYC","2006",72.22,421.6,17690,14
"Seychelles","SYC","2007",73.19,375.67,18380,10
"Seychelles","SYC","2008",73.16,278.32,17630,7.5
"Seychelles","SYC","2009",73.03,241.85,17880,19
"Seychelles","SYC","2010",73.2,374.52,18840,21
"Seychelles","SYC","2011",72.72,384.3,20990,26
"Seychelles","SYC","2012",74.23,489.97,22930,24
"Seychelles","SYC","2013",73.12,530.31,24350,29
"Seychelles","SYC","2014",73.23,494.13,24950,16
"Sierra Leone","SLE","2000",38.69,21.35,790,305
"Sierra Leone","SLE","2001",39.65,30.27,720,309
"Sierra Leone","SLE","2002",40.64,33.51,890,311
"Sierra Leone","SLE","2003",41.65,34.5,950,313
"Sierra Leone","SLE","2004",42.64,34.27,980,314
"Sierra Leone","SLE","2005",43.6,39.31,1020,316
"Sierra Leone","SLE","2006",44.55,38.39,1070,317
"Sierra Leone","SLE","2007",45.49,40.51,1240,318
"Sierra Leone","SLE","2008",46.43,46.7,1340,318
"Sierra Leone","SLE","2009",47.35,57.07,1390,318
"Sierra Leone","SLE","2010",48.23,46.06,1350,317
"Sierra Leone","SLE","2011",49.03,59.47,1370,316
"Sierra Leone","SLE","2012",49.75,70.45,1650,314
"Sierra Leone","SLE","2013",50.36,92.4,1910,313
"Sierra Leone","SLE","2014",50.88,85.91,1950,310
"Singapore","SGP","2000",77.95,661.8,40680,51
"Singapore","SGP","2001",78.25,525.71,39940,44
"Singapore","SGP","2002",78.55,632.06,41130,42
"Singapore","SGP","2003",79.04,826.63,44160,43
"Singapore","SGP","2004",79.49,828.28,47270,37
"Singapore","SGP","2005",79.99,1061.1,51460,35
"Singapore","SGP","2006",80.14,1170.89,57800,33
"Singapore","SGP","2007",80.44,1315.15,62360,33
"Singapore","SGP","2008",80.79,1550.51,60500,37
"Singapore","SGP","2009",81.24,1655.89,58720,35
"Singapore","SGP","2010",81.54,1841.59,70160,35
"Singapore","SGP","2011",81.74,2086.14,73280,36
"Singapore","SGP","2012",82,2310.36,74720,50
"Singapore","SGP","2013",82.25,2531.5,78320,46
"Singapore","SGP","2014",82.65,2752.32,79660,45
"Sint Maarten (Dutch part)","SXM","2000",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2001",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2002",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2003",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2004",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2005",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2006",NA,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2007",74.54,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2008",74.54,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2009",75.59,NA,NA,NA
"Sint Maarten (Dutch part)","SXM","2010",NA,NA,NA,10
"Sint Maarten (Dutch part)","SXM","2011",NA,NA,NA,6.8
"Sint Maarten (Dutch part)","SXM","2012",73.05,NA,NA,3.3
"Sint Maarten (Dutch part)","SXM","2013",NA,NA,NA,6.3
"Sint Maarten (Dutch part)","SXM","2014",NA,NA,NA,0
"Slovak Republic","SVK","2000",73.05,207.84,11290,22
"Slovak Republic","SVK","2001",73.4,216.06,12400,21
"Slovak Republic","SVK","2002",73.6,256.06,13240,21
"Slovak Republic","SVK","2003",73.6,360.23,13430,21
"Slovak Republic","SVK","2004",73.96,566.27,14590,14
"Slovak Republic","SVK","2005",73.9,628.1,16160,15
"Slovak Republic","SVK","2006",74.2,763.16,18310,14
"Slovak Republic","SVK","2007",74.21,1082.05,20530,13
"Slovak Republic","SVK","2008",74.7,1406.45,23250,12
"Slovak Republic","SVK","2009",74.91,1483.39,22930,9.6
"Slovak Republic","SVK","2010",75.11,1377.73,24450,8.7
"Slovak Republic","SVK","2011",75.96,1414.97,24900,8
"Slovak Republic","SVK","2012",76.11,1376.86,26140,6.8
"Slovak Republic","SVK","2013",76.41,1417.02,27660,8.4
"Slovak Republic","SVK","2014",76.71,1454.81,28530,6.8
"Slovenia","SVN","2000",75.41,831.07,18070,21
"Slovenia","SVN","2001",75.76,882.7,19060,21
"Slovenia","SVN","2002",76.01,1000.17,20210,20
"Slovenia","SVN","2003",76.86,1281.13,20980,16
"Slovenia","SVN","2004",77.21,1435.09,22560,14
"Slovenia","SVN","2005",77.61,1519.55,23800,15
"Slovenia","SVN","2006",78.09,1636.73,25550,12
"Slovenia","SVN","2007",78.56,1880.51,27050,12
"Slovenia","SVN","2008",78.77,2297.77,28940,12
"Slovenia","SVN","2009",78.97,2271.08,27140,10
"Slovenia","SVN","2010",79.42,2083.06,27530,9.5
"Slovenia","SVN","2011",79.97,2225.15,28580,10
"Slovenia","SVN","2012",80.12,2068.52,28630,7.5
"Slovenia","SVN","2013",80.32,2114.88,29390,7.7
"Slovenia","SVN","2014",80.52,2160.75,30950,7.9
"Solomon Islands","SLB","2000",62.84,48.12,1370,92
"Solomon Islands","SLB","2001",63.47,60.92,1260,86
"Solomon Islands","SLB","2002",64.06,47.85,1200,74
"Solomon Islands","SLB","2003",64.61,44.76,1280,82
"Solomon Islands","SLB","2004",65.11,46.21,1360,93
"Solomon Islands","SLB","2005",65.55,69.1,1430,106
"Solomon Islands","SLB","2006",65.93,63.31,1550,96
"Solomon Islands","SLB","2007",66.27,67.35,1540,101
"Solomon Islands","SLB","2008",66.56,72.15,1490,96
"Solomon Islands","SLB","2009",66.82,91.99,1200,89
"Solomon Islands","SLB","2010",67.07,95.32,1300,80
